,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Unnamed: 0
184,80 Calvert Street," 600,000 ", 31 Oct 2018,1," 86,000 ", May 1997, ,, 763 ,,3,2,1,Hamlyn Heights,184.0
185,2/14 Mary Street," 575,000 ", Oct 2018,0," 400,000 ", Mar 2010, ,, 253 ,,3,2,1,Hamlyn Heights,185.0
186,4 Tahara Street," 555,000 ", Oct 2018,0," 380,000 ", Jun 2016, ,, 693 ,,3,2,3,Hamlyn Heights,186.0
187,104 Tahara Street," 620,000 ", 27 Oct 2018,1, ,, ,, 697 ,,3,2,2,Hamlyn Heights,187.0
188,61 Drysdale Avenue," 620,000 ", Oct 2018,0," 89,999 ", Apr 1996, ,, 674 ,,3,2,3,Hamlyn Heights,188.0
189,3/19 Stoddart Street," 380,000 ", Oct 2018,0," 130,000 ", Sep 2001, ,, 252 ,,0,0,0,Hamlyn Heights,189.0
190,2/37 Logan Street," 405,000 ", Oct 2018,0," 385,000 ", Feb 2000, ,," 1,015 ",,2,1,1,Hamlyn Heights,190.0
191,5 Edgecombe Street," 606,000 ", 20 Oct 2018,1," 395,000 ", Mar 2015, ,, 809  ,121.0,3,1,1,Hamlyn Heights,191.0
192,21A Vines Road," 550,000 ", Oct 2018,0, ,, ,, 355 ,,0,0,0,Hamlyn Heights,192.0
193,14 Wilks Street," 500,000 ", Oct 2018,0," 270,000 ", Mar 2014, ,, 569 ,,3,2,2,Hamlyn Heights,193.0
194,21 Drysdale Avenue," 495,000 ", Oct 2018,0," 276,000 ", Dec 2011, ,, 613  ,112.0,3,1,2,Hamlyn Heights,194.0
195,21B Vines Road," 545,000 ", Sep 2018,0, ,, ,, 303 ,,0,0,0,Hamlyn Heights,195.0
196,1/64 Sladen Street," 483,123 ", Sep 2018,0," 365,000 ", Mar 2013, ,, 516  ,137.0,3,1,2,Hamlyn Heights,196.0
197,8 Gladstone Street," 540,000 ", Sep 2018,0, ,, ,, 709 ,,3,1,4,Hamlyn Heights,197.0
198,2/22 Vines Road," 392,500 ", Sep 2018,0," 335,000 ", Jul 2009, ,, 152  ,96.0,2,1,1,Hamlyn Heights,198.0
199,45 Chaucer Street," 535,000 ", 15 Sep 2018,1, ,, ,, 551 ,,3,1,2,Hamlyn Heights,199.0
200,2/110 Church Street," 385,000 ", Sep 2018,0," 250,000 ", Dec 2014, ,, 265  ,92.0,0,0,0,Hamlyn Heights,200.0
201,31 Glengate Street," 425,000 ", Sep 2018,0," 130,000 ", Jan 2000, ,, 229 ,,2,1,1,Hamlyn Heights,201.0
202,12 Highview Parade," 525,000 ", 01 Sep 2018,1, ,, ,, 658 ,,3,1,6,Hamlyn Heights,202.0
203,6 Dunwinnie Court," 765,000 ", 01 Sep 2018,1, ,, ,, 885 ,,3,2,2,Hamlyn Heights,203.0
204,3 Foxhow Court," 547,000 ", 01 Sep 2018,1," 306,000 ", Feb 2010, ,, 559 ,,3,1,1,Hamlyn Heights,204.0
205,28 Alkoomi Avenue," 750,000 ", 01 Sep 2018,1," 560,000 ", Nov 2013, ,, 764  ,250.0,4,3,7,Hamlyn Heights,205.0
206,2/17 Griffen Street," 360,000 ", Aug 2018,0," 310,000 ", Sep 2011, ,, 195 ,,0,0,0,Hamlyn Heights,206.0
207,8 Pride Avenue," 455,000 ", Aug 2018,0," 233,000 ", Oct 2002, ,, 390  ,124.0,2,1,1,Hamlyn Heights,207.0
208,2/3 Kinnordy Court," 240,000 ", Aug 2018,0," 174,000 ", Nov 2015, ,, 578 ,,0,0,0,Hamlyn Heights,208.0
209,2/24 Glenfine Avenue," 505,000 ", Aug 2018,0, ,, ,, ,,0,0,0,Hamlyn Heights,209.0
210,3/34 Glenfine Avenue," 505,000 ", Aug 2018,0," 420,000 ", Mar 2011, ,, 331 ,,3,2,2,Hamlyn Heights,210.0
211,22 Shannon Avenue," 500,000 ", 11 Aug 2018,1," 263,000 ", Jul 2008, ,, 598 ,,3,1,1,Hamlyn Heights,211.0
212,280 Church Street," 490,000 ", Aug 2018,0," 385,000 ", Jun 2012, ,, 366 ,,3,2,2,Hamlyn Heights,212.0
213,29 Willana Avenue," 501,000 ", 03 Aug 2018,1," 280,000 ", Jul 2012, ,, 650  ,87.0,2,1,5,Hamlyn Heights,213.0
214,74 Vines Road," 551,500 ", Aug 2018,0," 450,000 ", Apr 2017, ,, 766 ,,3,1,6,Hamlyn Heights,214.0
215,4/15 Sheridan Street," 430,000 ", Aug 2018,0, ,, 385 , Oct 2019, 162 ,,0,0,0,Hamlyn Heights,215.0
216,2/39 Tahara Street," 520,000 ", Jul 2018,0, ,, ,, 259 ,,0,0,0,Hamlyn Heights,216.0
217,3/45 Logan Street," 645,000 ", Jul 2018,0, ,, ,, 279 ,,3,2,2,Hamlyn Heights,217.0
218,2/17 Toyne Avenue," 555,000 ", Jul 2018,0, ,, ,, 251 ,,3,2,2,Hamlyn Heights,218.0
219,23 Logan Street," 475,000 ", 21 Jul 2018,1," 315,000 ", Oct 2013, ,, 435  ,110.0,2,1,1,Hamlyn Heights,219.0
220,1/35 Logan Street," 568,000 ", Jul 2018,0, ,, ,, 308 ,,0,0,0,Hamlyn Heights,220.0
221,3/50 Sladen Street," 394,000 ", Jul 2018,0," 250,000 ", Feb 2009, ,, 244 ,,2,1,2,Hamlyn Heights,221.0
222,13 Tahara Street," 650,000 ", Jul 2018,0, ,, ,, 699 ,,3,2,2,Hamlyn Heights,222.0
223,22 Bayview Parade," 545,000 ", Jul 2018,0," 430,000 ", Dec 2016, ,, 674 ,,3,1,2,Hamlyn Heights,223.0
224,39 Heather Street," 688,000 ", Jul 2018,0," 251,000 ", Jun 2003, ,, 650  ,190.0,4,2,2,Hamlyn Heights,224.0
225,38 Sladen Street," 500,000 ", Jul 2018,0," 371,000 ", Dec 2016, ,, 664 ,,3,1,3,Hamlyn Heights,225.0
226,13 Katoomba Court," 655,000 ", 03 Jul 2018,1," 430,000 ", Nov 2014, ,, 767 ,,4,2,2,Hamlyn Heights,226.0
227,9 Marathon Avenue," 631,000 ", Jul 2018,0," 340,000 ", May 2013, ,, 639  ,173.0,3,2,1,Hamlyn Heights,227.0
228,8B Sladen Street," 625,000 ", Jun 2018,0, ,, ,, 317 ,,3,2,1,Hamlyn Heights,228.0
229,25 Tahara Street," 590,000 ", Jun 2018,0, ,, ,, 699 ,,3,2,2,Hamlyn Heights,229.0
230,146 Ballarat Road," 400,000 ", Jun 2018,0," 240,000 ", Sep 2011, ,, 491  ,105.0,3,1,1,Hamlyn Heights,230.0
231,336 Church Street," 590,000 ", Jun 2018,0, ,, ,, 703 ,,3,2,2,Hamlyn Heights,231.0
232,1/90 Vines Road," 442,000 ", Jun 2018,0, ,, ,, 240 ,,2,1,1,Hamlyn Heights,232.0
233,37b Lily Street," 625,000 ", Jun 2018,0, ,, ,, 331 ,,3,2,2,Hamlyn Heights,233.0
234,19 Shannon Avenue," 765,000 ", Jun 2018,0, ,, ,, 255 ,,3,2,2,Hamlyn Heights,234.0
235,2/15 Griffen Street," 407,000 ", Jun 2018,0," 278,000 ", Dec 2015, ,, 202 ,,0,0,0,Hamlyn Heights,235.0
236,2/7 Fassifern Court," 237,000 ", Jun 2018,0," 209,900 ", Jun 2016, ,, 81 ,,0,0,0,Hamlyn Heights,236.0
237,12 Forfar Road," 674,000 ", 16 Jun 2018,1," 92,000 ", Dec 1985, ,," 1,000 ",,3,1,1,Hamlyn Heights,237.0
238,2/10 Marlo Street," 425,000 ", Jun 2018,0, ,, 330 , Apr 2017, 198 ,,0,0,0,Hamlyn Heights,238.0
239,1/4 Willana Avenue," 381,000 ", Jun 2018,0," 282,000 ", Nov 2013, ,, 327 ,,3,1,1,Hamlyn Heights,239.0
240,29 Toyne Avenue," 747,000 ", Jun 2018,0," 430,000 ", Nov 2013, ,," 1,012  ",128.0,4,2,5,Hamlyn Heights,240.0
241,33 Rowe Street," 660,000 ", Jun 2018,0," 50,000 ", Jun 1989, ,, 726 ,,4,2,2,Hamlyn Heights,241.0
242,26 Vines Road," 500,000 ", Jun 2018,0," 197,500 ", Aug 2004, ,, 731 ,,3,1,1,Hamlyn Heights,242.0
243,12&3/352 Church Street," 695,000 ", May 2018,0, ,, ,, ,,0,0,0,Hamlyn Heights,243.0
244,21 Kalimna Street," 560,000 ", 26 May 2018,1, ,, ,, 650 ,,3,1,3,Hamlyn Heights,244.0
245,1 Arthur Street," 635,000 ", May 2018,0, ,, 400 , Jan 2017, 674 ,,4,2,5,Hamlyn Heights,245.0
246,8 Tahara Street," 561,000 ", May 2018,0," 56,000 ", Dec 1983, ,, 689 ,,3,1,1,Hamlyn Heights,246.0
247,1/14 Belcher Street," 510,000 ", May 2018,0, ,, 450 , Jul 2018, 234 ,,3,2,2,Hamlyn Heights,247.0
248,2/34 Logan Street," 426,500 ", May 2018,0, ,, 335 , May 2016, 213 ,,2,1,1,Hamlyn Heights,248.0
249,9 Downie Crescent," 642,000 ", May 2018,0, ,, ,, 696 ,,5,3,2,Hamlyn Heights,249.0
250,11 Gwynne Street," 441,600 ", May 2018,0, ,, 310 , Apr 2017, 437 ,,3,1,2,Hamlyn Heights,250.0
251,16 Glenfine Avenue," 525,000 ", 12 May 2018,1, ,, ,, 821 ,,3,1,1,Hamlyn Heights,251.0
252,86 Vines Road," 484,000 ", May 2018,0, ,, 280 , Jul 2019, 650 ,,2,1,1,Hamlyn Heights,252.0
253,75 Sladen Street," 587,500 ", May 2018,0," 173,000 ", Nov 2002, ,, 772 ,,4,1,1,Hamlyn Heights,253.0
254,21 Heather Street," 476,000 ", May 2018,0," 65,000 ", Mar 1997, ,, 580 ,,3,1,2,Hamlyn Heights,254.0
255,3/2 Sheridan Street," 640,000 ", May 2018,0," 490,000 ", Feb 2015, ,, 228 ,,3,2,2,Hamlyn Heights,255.0
256,14 Macarthur Avenue," 551,000 ", May 2018,0," 385,000 ", Mar 2015, ,, 628  ,136.0,3,1,2,Hamlyn Heights,256.0
257,34 Lily Street," 517,000 ", May 2018,0," 305,000 ", Sep 2010, ,, 767 ,,3,1,2,Hamlyn Heights,257.0
258,9 Lily Street," 545,000 ", Apr 2018,0," 222,500 ", Oct 2004, ,, 609 ,,3,1,1,Hamlyn Heights,258.0
259,6 Stoddart Street," 465,000 ", Apr 2018,0," 53,500 ", Mar 1995, ,, 869 ,,3,1,1,Hamlyn Heights,259.0
260,35 Sheridan Street," 420,000 ", Apr 2018,0," 297,000 ", Feb 2010, ,, 294 ,,2,1,2,Hamlyn Heights,260.0
261,21 Gladstone Street," 435,000 ", 21 Apr 2018,1," 285,000 ", May 2014, ,, 391  ,95.0,3,1,1,Hamlyn Heights,261.0
262,8a Sladen Street," 590,000 ", Apr 2018,0, ,, ,, 317 ,,0,0,0,Hamlyn Heights,262.0
263,3 Lomandra Avenue," 880,000 ", Apr 2018,0," 181,000 ", Oct 2003, ,, 525  ,329.0,4,2,2,Hamlyn Heights,263.0
264,14 Kirriemuir Street," 640,000 ", Apr 2018,0," 230,000 ", Apr 2006, ,, 815 ,,2,1,4,Hamlyn Heights,264.0
265,9 Langinabool Avenue," 598,500 ", Apr 2018,0, ,, ,, ,,0,0,0,Hamlyn Heights,265.0
266,24 Katoomba Court," 548,000 ", 14 Apr 2018,1, ,, ,, 723 ,,4,1,2,Hamlyn Heights,266.0
267,9 Langibanool Avenue," 598,500 ", Apr 2018,0, ,, ,, 731 ,,3,1,1,Hamlyn Heights,267.0
268,25 Glengate Street," 645,000 ", Apr 2018,0," 128,000 ", Feb 2000, ,, 784  ,212.0,4,2,5,Hamlyn Heights,268.0
269,4 Wilks Street," 595,000 ", Apr 2018,0, ,, 410 , Apr 2013, 695 ,,4,2,2,Hamlyn Heights,269.0
270,24 Sycamore Street," 607,000 ", Apr 2018,0, ,, ,, 580 ,,3,1,1,Hamlyn Heights,270.0
271,112 Sladen Street," 497,000 ", Apr 2018,0," 137,500 ", Jan 1996, ,, 597 ,,2,1,1,Hamlyn Heights,271.0
272,23 Heather Street," 450,000 ", Apr 2018,0," 185,000 ", Jun 2007, ,, 581 ,,2,1,1,Hamlyn Heights,272.0
273,2 Alderley Court," 675,501 ", Apr 2018,0," 52,500 ", Jan 1994, ,, 684 ,,4,2,2,Hamlyn Heights,273.0
274,7 Rix Street," 614,000 ", Mar 2018,0, ,, ,, ,,0,0,0,Hamlyn Heights,274.0
275,86 Calvert Street," 547,500 ", 24 Mar 2018,1, ,, ,, 811 ,,4,1,4,Hamlyn Heights,275.0
276,1/15 Sheridan Street," 510,000 ", Mar 2018,0, ,, ,, 235 ,,3,0,0,Hamlyn Heights,276.0
277,30 Tahara Street," 521,000 ", 24 Mar 2018,1," 251,000 ", May 2009, ,, 693  ,134.0,3,1,2,Hamlyn Heights,277.0
278,18 Hamlyn Avenue," 563,000 ", Mar 2018,0," 97,000 ", Jan 1996, ,, 636 ,,3,1,2,Hamlyn Heights,278.0
279,8 Macarthur Avenue," 608,000 ", Mar 2018,0," 349,000 ", Oct 2014, ,, 611 ,,3,1,1,Hamlyn Heights,279.0
280,3/40 Tahara Street," 200,000 ", Mar 2018,0," 165,000 ", Nov 2011, ,, 109 ,,0,0,0,Hamlyn Heights,280.0
281,13 Willana Avenue," 499,000 ", Mar 2018,0, ,, 395 , May 2018, 650 ,,3,1,2,Hamlyn Heights,281.0
282,29 Glenfine Avenue," 390,000 ", Mar 2018,0," 210,000 ", Mar 2007, ,, 300 ,,3,1,1,Hamlyn Heights,282.0
283,23 Sheridan Street," 515,000 ", Mar 2018,0, ,, 330 , Jun 2018, 763 ,,3,1,2,Hamlyn Heights,283.0
284,15 Robb Avenue," 450,000 ", Mar 2018,0," 58,000 ", Aug 1999, ,, 650 ,,3,1,1,Hamlyn Heights,284.0
285,10 Waymouth Street," 540,000 ", Mar 2018,0, ,, 300 , Jun 2018, 693 ,,3,1,1,Hamlyn Heights,285.0
286,136a Church Street," 608,000 ", Mar 2018,0," 60,000 ", Dec 2013, ,, 340 ,,3,1,1,Hamlyn Heights,286.0
287,98 Sladen Street," 576,000 ", Mar 2018,0," 332,500 ", Jul 2015, ,, 602 ,,3,1,1,Hamlyn Heights,287.0
288,6 Weeroona Avenue," 615,000 ", Mar 2018,0, ,, ,, 731 ,,3,1,2,Hamlyn Heights,288.0
289,19 Heather Street," 567,000 ", Mar 2018,0," 299,000 ", Mar 2013, ,, 650  ,83.0,3,1,2,Hamlyn Heights,289.0
290,34 Sheridan Street," 563,000 ", Mar 2018,0, ,, 480 , Nov 2019, 769 ,,4,1,2,Hamlyn Heights,290.0
291,3/45 Sladen Street," 468,000 ", Mar 2018,0," 350,000 ", Mar 2015, ,, 170 ,,0,0,0,Hamlyn Heights,291.0
292,5/88 Ballarat Road," 187,500 ", Feb 2018,0," 150,000 ", Aug 2009, ,, ,,1,1,1,Hamlyn Heights,292.0
293,27 Heather Street," 455,200 ", Feb 2018,0," 300,000 ", Oct 2015, ,, 580  ,84.0,3,1,1,Hamlyn Heights,293.0
294,7 Murray Street," 576,000 ", Feb 2018,0," 389,000 ", Aug 2015, ,, 650 ,,3,1,2,Hamlyn Heights,294.0
295,4 Karkalla Court," 811,000 ", Feb 2018,0," 179,000 ", Oct 2003, ,, 679 ,,5,2,2,Hamlyn Heights,295.0
296,15 Tahara Street," 535,500 ", Feb 2018,0," 118,000 ", Jul 1995, ,, 699 ,,3,1,2,Hamlyn Heights,296.0
297,5/38-40 Pride Avenue," 264,000 ", Feb 2018,0," 219,000 ", Feb 2016, ,," 1,905 ",,0,0,0,Hamlyn Heights,297.0
298,32 Lily Street," 530,000 ", Feb 2018,0, ,, 350 , Apr 2018, 772 ,,3,2,3,Hamlyn Heights,298.0
299,3/4-6 Quamby Avenue," 300,000 ", Feb 2018,0," 230,000 ", Jun 2012, ,, 228 ,,0,0,0,Hamlyn Heights,299.0
0,34 Ivy Street," 541,000 ", Aug 2020,0," 265,000 ", Sep 2008, ,, 557  ,124.0,3,1,2,Newcomb,0.0
1,17-19 Helms Street," 457,000 ", Aug 2020,0," 152,000 ", May 1993, ,," 1,436 ",,4,1,1,Newcomb,1.0
2,2/3 Lindel Street," 387,500 ", Aug 2020,0, ,, ,, ,,0,0,0,Newcomb,2.0
3,1/3 Lindel Street," 376,000 ", Aug 2020,0, ,, ,, ,,0,0,0,Newcomb,3.0
4,9 Ivanhoe Court," 525,000 ", Aug 2020,0," 93,000 ", Feb 2000, ,, 984 ,,3,2,2,Newcomb,4.0
5,17 Helms Street," 457,000 ", Aug 2020,0, ,, 360 , Feb 2014," 2,105 ",,4,1,1,Newcomb,5.0
6,5/3 Lindel Street," 455,000 ", Jul 2020,0, ,, ,, ,,0,0,0,Newcomb,6.0
7,92 Bellarine Highway," 550,000 ", Jul 2020,0," 360,000 ", Aug 2013, ,, 743  ,150.0,0,0,0,Newcomb,7.0
8,9 Cecil Court," 633,000 ", 11 Jul 2020,1," 305,000 ", Oct 2015, ,, 592 ,,3,1,1,Newcomb,8.0
9,14 Anthony Street," 505,000 ", Jul 2020,0, ,, ,, 813 ,,3,1,1,Newcomb,9.0
10,38 Charles Street," 435,000 ", Jul 2020,0," 84,000 ", Mar 1996, ,, 512 ,,3,1,2,Newcomb,10.0
11,39 Wilton Avenue," 420,000 ", Jun 2020,0," 181,000 ", Jun 2006, ,, 396  ,110.0,3,1,1,Newcomb,11.0
12,1/37 Boundary Road," 430,000 ", May 2020,0, ,, ,, 308 ,,3,1,2,Newcomb,12.0
13,20 Carinya Avenue," 410,000 ", May 2020,0," 87,700 ", Aug 2000, ,, 686  ,125.0,3,1,1,Newcomb,13.0
14,1/56 Pitman Street," 322,000 ", May 2020,0," 277,500 ", Feb 2017, ,, 304  ,85.0,3,1,2,Newcomb,14.0
15,3 Saturn Street," 355,000 ", May 2020,0," 175,000 ", Jun 2007, ,, 556 ,,3,1,2,Newcomb,15.0
16,1/50 Wilsons Road," 340,000 ", Apr 2020,0," 227,000 ", Aug 2011, ,, 317  ,102.0,2,1,3,Newcomb,16.0
17,8 Bain Court," 550,000 ", Apr 2020,0," 125,000 ", Sep 1998, ,," 1,102 ",,4,2,2,Newcomb,17.0
18,114 Portarlington Road," 435,000 ", Apr 2020,0, ,, ,, 535 ,,3,2,3,Newcomb,18.0
19,101 Helms Street," 685,000 ", Apr 2020,0," 60,500 ", Jan 1995, ,," 1,746 ",,0,0,0,Newcomb,19.0
20,1/51-53 Helms Street," 360,000 ", Apr 2020,0," 281,000 ", Aug 2017, ,, 162 ,,0,0,0,Newcomb,20.0
21,34 Pitman Street," 445,000 ", Mar 2020,0," 285,000 ", Apr 2012, ,, 758  ,124.0,3,1,1,Newcomb,21.0
22,62 Wilton Avenue," 500,000 ", Mar 2020,0," 240,000 ", Feb 2015, ,, 655 ,,2,1,1,Newcomb,22.0
23,18 Wilsons Road," 430,000 ", 19 Mar 2020,1," 200,000 ", Dec 2007, ,, 664  ,300.0,3,1,3,Newcomb,23.0
24,7 Newland Street," 479,000 ", Mar 2020,0, ,, ,, 701 ,,0,0,0,Newcomb,24.0
25,38 Bellarine Highway," 500,000 ", Mar 2020,0," 290,000 ", Jul 2010, ,, 669 ,,4,2,1,Newcomb,25.0
26,2 Ivanhoe Court," 555,000 ", Mar 2020,0, ,, 355 , Aug 2018, 711 ,,3,1,1,Newcomb,26.0
27,1/4 Ivanhoe Court," 415,000 ", Mar 2020,0, ,, 330 , Jul 2018, 308 ,,3,1,1,Newcomb,27.0
28,7 Jacaranda Court," 445,000 ", Feb 2020,0," 254,000 ", Nov 2011, ,, 551 ,,3,1,1,Newcomb,28.0
29,34 Breadalbane Street," 515,000 ", 22 Feb 2020,1, ,, ,, 921 ,,3,0,0,Newcomb,29.0
30,8 Hinchcliff Crescent," 475,000 ", Feb 2020,0, ,, ,, 774 ,,3,1,1,Newcomb,30.0
31,4 Poplar Street," 451,000 ", Feb 2020,0, ,, ,, 694 ,,0,0,0,Newcomb,31.0
32,67 Neptune Avenue," 440,000 ", Feb 2020,0," 268,000 ", Aug 2015, ,, 563  ,98.0,0,0,0,Newcomb,32.0
33,2/20 Wilsons Road," 430,000 ", Feb 2020,0, ,, ,, 229 ,,0,0,0,Newcomb,33.0
34,13 Cheltenham Road," 460,000 ", Feb 2020,0," 282,000 ", Jul 2012, ,, 591 ,,3,1,1,Newcomb,34.0
35,1/22-24 Lindsay Street," 289,000 ", Feb 2020,0, ,, 285 , Jan 2019, 92 ,,0,0,0,Newcomb,35.0
36,1/22 Lindsay Street," 289,000 ", Jan 2020,0," 218,000 ", Dec 2010, ,, 92 ,,0,0,0,Newcomb,36.0
37,1 Daphne Court," 495,000 ", Jan 2020,0," 407,000 ", Sep 2018, ,, 585 ,,4,1,4,Newcomb,37.0
38,3 Lindsay Street," 415,000 ", Jan 2020,0," 310,000 ", Nov 2017, ,, 547 ,,3,1,2,Newcomb,38.0
39,46 Anthony Street," 421,600 ", Dec 2019,0," 199,000 ", Aug 2004, ,, 779 ,,3,1,1,Newcomb,39.0
40,129 Helms Street," 460,000 ", Dec 2019,0," 53,500 ", Mar 1999, ,, 711  ,103.0,1,1,0,Newcomb,40.0
41,35 Lucas Street," 490,000 ", Dec 2019,0," 342,000 ", Sep 2017, ,, 528 ,,3,1,3,Newcomb,41.0
42,2/41 Wilsons Road," 415,000 ", Dec 2019,0," 320,000 ", Nov 2012, ,, 243 ,,0,0,0,Newcomb,42.0
43,27 Lucas Street also known as 53 Andrew Street," 392,000 ", Dec 2019,0, ,, ,, ,,3,1,2,Newcomb,43.0
44,2/5-7 Lindel Street," 385,000 ", Dec 2019,0," 300,000 ", Nov 2016, ,, 267 ,,0,0,0,Newcomb,44.0
45,35 Mercury Crescent," 391,200 ", Nov 2019,0, ,, ,, 535 ,,0,0,0,Newcomb,45.0
46,7 Neptune Avenue," 440,000 ", Nov 2019,0, ,, ,, 527 ,,3,1,4,Newcomb,46.0
47,130 Portarlington Road," 340,000 ", Nov 2019,0," 75,000 ", Sep 1995, ,, 564 ,,3,1,1,Newcomb,47.0
48,4 Ruth Court," 428,000 ", Oct 2019,0," 216,000 ", Nov 2006, ,, 727  ,110.0,3,1,3,Newcomb,48.0
49,23 Watsons Road," 402,000 ", Oct 2019,0," 295,000 ", Oct 2010, ,, 652 ,,3,1,1,Newcomb,49.0
50,3 Ivanhoe Court," 455,000 ", Oct 2019,0," 102,500 ", May 2001, ,, 711 ,,3,1,2,Newcomb,50.0
51,26 Lancaster Avenue," 500,000 ", Oct 2019,0," 79,000 ", Oct 2000, ,, 780 ,,3,2,4,Newcomb,51.0
52,1/11 Ivanhoe Court," 430,000 ", Oct 2019,0, ,, ,, 400 ,,3,1,2,Newcomb,52.0
53,6 Pluto Court," 382,500 ", Oct 2019,0, ,, 370 , Nov 2019, 619 ,,3,1,1,Newcomb,53.0
54,26 Wilsons Road," 382,000 ", Oct 2019,0, ,, ,, 660 ,,3,1,1,Newcomb,54.0
55,105 Helms Street," 886,000 ", Sep 2019,0, ,, ,," 2,382 ",,4,2,7,Newcomb,55.0
56,34 Watsons Road," 450,000 ", Sep 2019,0," 132,500 ", Sep 2015, ,, 593 ,,3,1,2,Newcomb,56.0
57,4/8 Hillford Street," 208,000 ", Sep 2019,0," 119,000 ", 2009, ,, 47 ,,1,1,1,Newcomb,57.0
58,2/49 Bellarine Highway," 457,700 ", Sep 2019,0," 133,000 ", Oct 2017, ,, 234 ,,0,0,0,Newcomb,58.0
59,9/7 Helms Street," 411,000 ", Sep 2019,0," 269,000 ", Oct 2008, ,, 367 ,,0,0,0,Newcomb,59.0
60,2/44 Bellarine Highway," 288,000 ", Sep 2019,0, ,, ,, 149 ,,0,0,0,Newcomb,60.0
61,55 Watsons Road," 415,000 ", Sep 2019,0, ,, ,, 628 ,,3,1,2,Newcomb,61.0
62,2 Acton Court," 482,000 ", Sep 2019,0," 290,000 ", Oct 2013, ,, 894 ,,3,1,1,Newcomb,62.0
63,97 Boundary Road," 525,000 ", Aug 2019,0," 250,000 ", Oct 2011, ,, 683  ,197.0,4,2,3,Newcomb,63.0
64,7 Dorward Avenue," 489,000 ", 24 Aug 2019,1, ,, ,, 592 ,,3,1,1,Newcomb,64.0
65,24 Neptune Avenue," 390,000 ", Aug 2019,0," 275,000 ", Dec 2015, ,, 536  ,127.0,3,1,2,Newcomb,65.0
66,63 Wilton Avenue," 430,000 ", Aug 2019,0, ,, ,, 658 ,,4,2,2,Newcomb,66.0
67,12 Wirth Court," 422,000 ", Aug 2019,0," 345,000 ", Jan 2016, ,, 573  ,122.0,3,1,1,Newcomb,67.0
68,1/6 Tilly Court," 305,000 ", Aug 2019,0," 270,000 ", Aug 2017, ,, 169 ,,0,0,0,Newcomb,68.0
69,4/14-16 Lindsay Street," 215,000 ", Jul 2019,0," 210,000 ", Jul 2018, ,, 64 ,,0,0,0,Newcomb,69.0
70,132B Wilsons Road," 357,500 ", Jul 2019,0, ,, ,, 384 ,,0,0,0,Newcomb,70.0
71,60 Helms Street," 465,000 ", Jul 2019,0," 324,000 ", Dec 2010, ,, 822 ,,3,1,1,Newcomb,71.0
72,30 Wilton Avenue," 600,000 ", Jun 2019,0," 225,000 ", May 2004, ,, 655  ,134.0,4,2,2,Newcomb,72.0
73,26 Watsons Road," 412,000 ", Jun 2019,0, ,, ,, 591 ,,3,1,1,Newcomb,73.0
74,111 Boundary Road," 370,000 ", Jun 2019,0," 259,900 ", Feb 2010, ,, 314  ,85.0,2,2,1,Newcomb,74.0
75,13 Johnston Avenue," 425,700 ", Jun 2019,0," 285,000 ", Mar 2014, ,, 341 ,,2,2,2,Newcomb,75.0
76,65 Neptune Avenue," 390,000 ", Jun 2019,0, ,, 300 , Jan 2015, 533 ,,3,1,2,Newcomb,76.0
77,1/8 Poplar Street," 460,000 ", Jun 2019,0," 295,500 ", Jul 2017, ,, 300  ,120.0,3,2,2,Newcomb,77.0
78,1/41 Miller Street," 380,000 ", May 2019,0, ,, 300 , Oct 2016, 296 ,,3,1,2,Newcomb,78.0
79,22 Gibbs Street," 375,000 ", May 2019,0," 186,000 ", Oct 2006, ,, 541 ,,2,1,3,Newcomb,79.0
80,43 Watsons Road," 485,000 ", May 2019,0, ,, ,, 628 ,,3,1,2,Newcomb,80.0
81,27 Veronica Avenue," 405,000 ", May 2019,0," 239,000 ", Nov 2008, ,, 535 ,,3,1,4,Newcomb,81.0
82,15 Breadalbane Street," 418,500 ", May 2019,0, ,, 320 , Aug 2019, 631 ,,4,1,1,Newcomb,82.0
83,134-136 PORTARLINGTON Road," 650,000 ", May 2019,0," 128,000 ", Feb 1999, ,," 1,447 ",,4,2,2,Newcomb,83.0
84,1/20 Wilsons Road," 357,500 ", May 2019,0, ,, 390 , May 2019, 275 ,,4,1,1,Newcomb,84.0
85,1-4/12 Hillford Street," 1,123,500 ", Apr 2019,0, ,, ,, ,,0,0,0,Newcomb,85.0
86,11 Charlotte Avenue," 330,000 ", Apr 2019,0," 265,000 ", Mar 2015, ,, 383 ,,3,1,0,Newcomb,86.0
87,43 Anthony Street," 429,000 ", Apr 2019,0," 194,000 ", Aug 2003, ,, 833 ,,3,1,1,Newcomb,87.0
88,48 Charles Street," 430,000 ", Apr 2019,0, ,, ,, 587 ,,3,1,2,Newcomb,88.0
89,5/29-31 Boundary Road," 334,000 ", Apr 2019,0," 235,000 ", Mar 2013, ,, 89 ,,0,0,0,Newcomb,89.0
90,9 Myrtle Avenue," 445,000 ", Apr 2019,0," 210,100 ", Jun 2003, ,, 673 ,,3,1,4,Newcomb,90.0
91,5/29 Boundary Road," 334,000 ", Apr 2019,0," 235,000 ", Mar 2013, ,, 89 ,,0,0,0,Newcomb,91.0
