,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
10611,133 Sparks Road,310000.0,2019-08-01,0,,,,,651.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10612,64 Tennyson Street,339000.0,2019-08-01,0,231000.0,2016-05-01,,,650.0,120.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10613,6/27 Hinton Close,225000.0,2019-08-01,0,224000.0,2010-09-01,,,162.0,65.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10614,32 Tallis Street,383500.0,2019-08-01,0,350000.0,2018-01-01,,,770.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10615,50 Iona Street,247000.0,2019-08-01,0,127000.0,2004-03-01,,,458.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10616,178 Sparks Road,387500.0,2019-07-01,0,220000.0,2016-03-01,,,763.0,91.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10617,6 Jay Street,293000.0,2019-07-01,0,183000.0,2015-12-01,,,557.0,74.0,2,1,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10618,13 Wellwood Avenue,440000.0,2019-07-01,0,411000.0,2018-05-01,,,592.0,,3,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10619,1/26 Stradbroke Street,330000.0,2019-07-01,0,275000.0,2016-12-01,,,247.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10620,11 Moa Street,285000.0,2019-07-01,0,137000.0,2006-04-01,,,577.0,120.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10621,7 Elmore Street,348000.0,2019-07-01,0,,,,,611.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10622,42 Swallow Crescent,315000.0,2019-06-01,0,260000.0,2017-09-01,,,653.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10623,14 Jamina Court,392000.0,2019-06-01,0,185000.0,2003-09-01,,,629.0,,3,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10624,19 Dunloe Avenue,400000.0,2019-06-01,0,266000.0,2013-05-01,,,655.0,112.0,3,2,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10625,8 Curlew Crescent,310000.0,2019-06-01,0,192000.0,2011-11-01,,,558.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10626,40 Dunloe Avenue,396500.0,2019-06-01,0,,,335.0,2016-09-01,545.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10627,10 Alkira Avenue,280000.0,2019-06-01,0,180000.0,2011-09-01,,,676.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10628,79 The Boulevard,340000.0,2019-06-01,0,159000.0,2008-05-01,,,549.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10629,5 Corrin Court,475000.0,2019-06-01,0,,,420.0,2019-07-01,697.0,,4,2,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10630,5/84 Donnybrook Road,352000.0,2019-06-01,0,215000.0,2009-01-01,,,194.0,90.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10631,3 Takoma Court,420000.0,2019-06-01,0,325000.0,2013-06-01,,,1039.0,264.0,4,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10632,24 Curlew Crescent,332000.0,2019-06-01,0,174000.0,2013-01-01,,,641.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10633,4 Takoma Court,290000.0,2019-06-01,0,,,290.0,2019-09-01,712.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10634,20 Camellia Crescent,360200.0,2019-06-01,0,350000.0,2018-05-01,,,747.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10635,5 Wren Street,250000.0,2019-06-01,0,,,,,556.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10636,18 Waitara Grove,300000.0,2019-06-01,0,211000.0,2011-10-01,,,640.0,96.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10637,54 Tallis Street,370000.0,2019-06-01,0,300000.0,2017-02-01,,,745.0,74.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10638,74 Eagle Parade,340000.0,2019-06-01,0,,,240.0,2019-09-01,785.0,,2,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10639,31 Swallow Crescent,270000.0,2019-06-01,0,50500.0,1998-06-01,,,597.0,,2,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10640,549 Thompson Road,385000.0,2019-06-01,0,210000.0,2015-03-01,,,588.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10641,3 Spruhan Avenue,330000.0,2019-06-01,0,138000.0,2004-12-01,,,697.0,,2,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10642,2/32 Spruhan Avenue,340000.0,2019-06-01,0,255000.0,2013-04-01,,,300.0,113.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10643,58 Dunloe Avenue,385000.0,2019-06-01,0,247000.0,2013-05-01,,,655.0,150.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10644,9 Spruhan Avenue,345000.0,2019-06-01,0,,,,,696.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10645,3 Nowra Court,320000.0,2019-05-01,0,142500.0,2005-03-01,,,807.0,85.0,3,1,8,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10646,3 Tennyson Street,336000.0,2019-05-01,0,221000.0,2011-06-01,,,650.0,99.0,3,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10647,44 Princes Highway,320000.0,2019-05-01,0,54500.0,2001-03-01,,,636.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10648,6 Takoma Court,350000.0,2019-05-01,0,160000.0,2008-06-01,,,1039.0,82.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10649,31 Wendover Avenue,255000.0,2019-05-01,0,178000.0,2014-07-01,,,650.0,99.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10650,6 Portland Street,300000.0,2019-05-01,0,160000.0,2009-05-01,,,598.0,,2,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10651,1 Kalinga Street,341000.0,2019-05-01,0,,,340.0,2019-06-01,650.0,,4,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10652,10 Kentucky Avenue,430000.0,2019-05-01,0,,,,,581.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10653,70 Princes Highway,330000.0,2019-05-01,0,215500.0,2011-02-01,,,638.0,152.0,4,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10654,25 Bellbird Avenue,275000.0,2019-05-01,0,,,310.0,2019-07-01,558.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10655,70 Rose Avenue,295000.0,2019-05-01,0,,,,,729.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10656,127 Princes Highway,331000.0,2019-05-01,0,72500.0,2002-12-01,,,539.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10657,52B Donnelly Avenue,355000.0,2019-04-01,0,,,310.0,2017-11-01,369.0,,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10658,87 Station Street,340000.0,2019-04-01,0,,,270.0,2019-07-01,777.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10659,46 Robin Avenue,317000.0,2019-04-01,0,247000.0,2017-10-01,,,695.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10660,1/35 Bellnore Drive,325000.0,2019-04-01,0,241600.0,2010-02-01,,,272.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10661,6 Wisteria Grove,330000.0,2019-04-01,0,,,,,651.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10662,71 Station Street,360000.0,2019-04-01,0,280000.0,2016-11-01,,,873.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10663,74 Rose Avenue,455000.0,2019-04-01,0,411500.0,2017-10-01,,,720.0,103.0,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10664,53 St Georges Road,361000.0,2019-03-23,1,130000.0,2004-09-01,,,864.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10665,30 Wisteria Grove,325000.0,2019-03-01,0,,,260.0,2019-05-01,651.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10666,17 Moa Street,415000.0,2019-03-01,0,101020.0,2013-08-01,,,577.0,137.0,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10667,2/62 Olympic Avenue,405000.0,2019-03-01,0,307000.0,2012-03-01,,,278.0,120.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10668,1 Dardell Court,405000.0,2019-03-01,0,217000.0,2008-10-01,,,650.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10669,3 Coleman Court,397500.0,2019-03-01,0,250000.0,2016-12-01,,,592.0,,4,1,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10670,2/59 St Georges Road,285000.0,2019-03-01,0,,,250.0,2019-02-01,151.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10671,5A Shannahan Drive,391500.0,2019-03-01,0,,,320.0,2018-03-01,,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10672,52 Iona Street,355000.0,2019-03-01,0,283000.0,2017-12-01,,,221.0,101.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10673,20 Dove Street,327000.0,2019-03-01,0,,,,,682.0,,4,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10674,59 Gerbera Avenue,387000.0,2019-02-01,0,135000.0,2004-07-01,,,613.0,,3,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10675,1 Reserve Road,365000.0,2019-02-01,0,180000.0,2008-11-01,,,580.0,105.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10676,3A Waverley Street,375000.0,2019-02-01,0,,,330.0,2017-03-01,413.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10677,8 Thrush Street,260000.0,2019-02-01,0,169000.0,2013-04-01,,,558.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10678,121 Cox Road,340000.0,2019-02-01,0,262000.0,2016-02-01,,,611.0,108.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10679,2/104 Robin Avenue,480000.0,2019-02-01,0,76000.0,2014-03-01,,,312.0,,4,3,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10680,85 Waitara Grove,322500.0,2019-02-01,0,160000.0,2010-05-01,,,603.0,98.0,2,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10681,20 Tennyson Street,330000.0,2019-02-01,0,250000.0,2016-11-01,,,613.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10682,68 Alkira Avenue,358000.0,2019-02-01,0,135000.0,2007-05-01,,,640.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10683,1/89 Rose Avenue,300000.0,2019-02-01,0,220000.0,2013-05-01,,,280.0,110.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10684,93 Plume Street,405000.0,2019-02-01,0,177000.0,2005-01-01,,,781.0,101.0,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10685,51 Wendover Avenue,493000.0,2019-02-01,0,218000.0,2010-05-01,,,650.0,270.0,6,3,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10686,1 Ulladulla Street,335000.0,2019-02-01,0,,,310.0,2019-06-01,664.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10687,20 & 22 Lowan Avenue,360000.0,2019-02-01,0,,,,,,,7,3,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10688,2/68 The Boulevard,310000.0,2019-02-01,0,,,270.0,2018-08-01,133.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10689,18 Wellwood Avenue,340000.0,2019-02-01,0,,,270.0,2013-02-01,301.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10690,46B Waitara Grove,342000.0,2019-02-01,0,57600.0,2014-01-01,,,240.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10691,1/51 Camelia Crescent,270000.0,2019-02-01,0,,,,,,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10692,22 Forster Street,375000.0,2019-02-01,0,55000.0,1989-05-01,,,832.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10693,3/73-75 SPARKS Road,279500.0,2019-01-01,0,79900.0,1995-05-01,,,215.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10694,141 Sparks Road,396000.0,2019-01-01,0,135000.0,2003-11-01,,,646.0,88.0,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10695,7 Stonehaven Court,416000.0,2019-01-01,0,,,,,,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10696,106A Plume Street,350000.0,2019-01-01,0,63125.0,2014-07-01,,,306.0,,2,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10697,7 Stonehaven Road,416000.0,2019-01-01,0,210000.0,2006-07-01,,,595.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10698,33 Bellnore Drive,516000.0,2019-01-01,0,295000.0,2008-12-01,,,661.0,223.0,4,2,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10699,7 Tallis Street,370000.0,2019-01-01,0,225000.0,2013-12-01,,,711.0,77.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10700,1/59 Olympic Avenue,320000.0,2019-01-01,0,,,330.0,2019-02-01,288.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10701,85 Rose Avenue,280000.0,2019-01-01,0,127500.0,2006-01-01,,,658.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10702,2 Kookaburra Court,300000.0,2019-01-01,0,205500.0,2017-02-01,,,574.0,73.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10703,18 Bingara Avenue,400000.0,2019-01-01,0,340000.0,2017-08-01,,,650.0,,3,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10704,65 Princess Highway,325000.0,2019-01-01,0,,,,,,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10705,65 Princes Highway,325000.0,2019-01-01,0,,,335.0,2019-08-01,727.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10706,2/59 Olympic Avenue,400000.0,2019-01-01,0,,,360.0,2019-02-01,260.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10707,174 Sparks Road,390000.0,2019-01-01,0,164000.0,2006-09-01,,,719.0,,4,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10708,1/9 Rosewell Court,300000.0,2019-01-01,0,230000.0,2011-08-01,,,369.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10709,25A Gerbera Avenue,395000.0,2018-12-01,0,,,,,237.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10710,2B Iona Street,310000.0,2018-12-01,0,57570.0,2015-04-01,,,229.0,75.0,2,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10711,66 Alkira Avenue,310000.0,2018-12-01,0,170000.0,2015-03-01,,,640.0,93.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10712,148 Sparks Road,338000.0,2018-12-01,0,205000.0,2010-07-01,,,687.0,,2,1,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10713,21 Wirraway Crescent,481000.0,2018-12-01,0,295000.0,2008-03-01,,,573.0,145.0,4,2,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10714,7 Haven Court,427500.0,2018-12-01,0,192000.0,2008-08-01,,,769.0,,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10715,12 Forster Street,342500.0,2018-12-15,1,137500.0,2006-09-01,,,878.0,,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10716,93 The Boulevard,315000.0,2018-12-01,0,,,,,609.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10717,93 Waitara Grove,325000.0,2018-12-01,0,140000.0,2006-08-01,,,604.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10718,3/59 St Georges Road,290000.0,2018-12-01,0,,,240.0,2017-10-01,156.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10719,138 Princes Highway,300000.0,2018-12-01,0,127000.0,2009-09-01,,,336.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10720,11 Camellia Crescent,122500.0,2018-12-01,0,,,,,76.0,104.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10721,59 Eagle Parade,285000.0,2018-12-01,0,93000.0,2003-05-01,,,565.0,,2,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10722,76 Forster Street,370000.0,2018-12-01,0,213000.0,2016-01-01,,,699.0,86.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10723,59 Station Street,400000.0,2018-12-01,0,147000.0,2007-06-01,,,338.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10724,49 Gerbera Avenue,350000.0,2018-11-01,0,248000.0,2017-02-01,,,613.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10725,42 Peacock Avenue,370000.0,2018-11-01,0,,,370.0,2019-05-01,610.0,,3,1,5,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10726,35 Swallow Crescent,327000.0,2018-11-01,0,163000.0,2008-05-01,,,638.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10727,9b Wisteria Grove,375000.0,2018-11-01,0,302500.0,2017-06-01,,,325.0,117.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10728,9 Waitara Grove,330000.0,2018-11-01,0,,,,,641.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10729,12 Orchid Street,345000.0,2018-11-01,0,250000.0,2017-05-01,,,589.0,,2,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10730,1/68 The Boulevard,285000.0,2018-11-01,0,,,235.0,2018-01-01,272.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10731,66 The Boulevard,430000.0,2018-11-01,0,245000.0,2011-09-01,,,674.0,120.0,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10732,1A Yooringa Avenue,450000.0,2018-11-01,0,382000.0,2016-07-01,,,587.0,222.0,4,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10733,18 Donnybrook Road,398000.0,2018-11-01,0,295000.0,2016-12-01,,,612.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10734,56 Yooringa Avenue,400000.0,2018-11-01,0,53000.0,1999-10-01,,,686.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10735,6 Reserve Road,435000.0,2018-11-01,0,,,380.0,2019-10-01,268.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10736,25 Robin Avenue,375000.0,2018-11-01,0,171000.0,2008-08-01,,,557.0,,3,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10737,11 Spruhan Avenue,360000.0,2018-11-01,0,265000.0,2017-01-01,,,697.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10738,5A Robin Avenue,385000.0,2018-11-01,0,,,,,280.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10739,38a Pettitt Crescent,330000.0,2018-10-01,0,57570.0,2014-08-01,,,251.0,,2,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10740,4 Iris Street,360500.0,2018-10-01,0,102000.0,2001-12-01,,,545.0,129.0,4,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10741,6 Emu Court,347000.0,2018-10-27,1,167000.0,2011-02-01,,,695.0,100.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10742,22 Wendover Avenue,310000.0,2018-10-01,0,188000.0,2015-12-01,,,650.0,87.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10743,27 Spruhan Avenue,425000.0,2018-10-01,0,251000.0,2016-02-01,,,832.0,,4,2,7,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10744,129 Cox Road,347000.0,2018-10-01,0,60000.0,1999-11-01,,,616.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10745,2 Forster Street,388000.0,2018-10-01,0,205000.0,2007-04-01,,,416.0,171.0,4,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10746,13 Bingara Avenue,343500.0,2018-10-01,0,199000.0,2012-11-01,,,628.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10747,29 Spruhan Avenue,425000.0,2018-10-01,0,245000.0,2016-02-01,,,832.0,11.0,3,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10748,6/84 Donnybrook Road,305000.0,2018-10-01,0,216000.0,2000-02-01,,,186.0,93.0,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10749,20 Rose Avenue,295000.0,2018-10-01,0,155000.0,2014-02-01,,,411.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10750,2/5 Haven Court,280000.0,2018-10-01,0,122000.0,2011-12-01,,,634.0,,0,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10751,5 Coleman Court,356000.0,2018-10-01,0,239950.0,2010-02-01,,,592.0,,4,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10752,12 Bosbury Street,440000.0,2018-10-01,0,64000.0,1984-12-01,,,572.0,,3,2,6,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10753,48 Rose Avenue,400000.0,2018-10-01,0,134000.0,2006-03-01,,,726.0,91.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10754,1/1 Salvia Street,340000.0,2018-10-01,0,,,300.0,2018-10-01,389.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10755,6 Wren Street,345000.0,2018-10-01,0,270000.0,2017-06-01,,,558.0,,2,1,3,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10756,32B Princes Highway,415000.0,2018-09-01,0,62620.0,2015-10-01,,,354.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10757,2A Ulladulla Street,340000.0,2018-09-01,0,63200.0,2016-09-01,,,281.0,,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10758,26 Sparks Road,305000.0,2018-09-01,0,,,,,558.0,,3,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10759,2/88 Princes Highway,360500.0,2018-09-01,0,,,270.0,2016-04-01,243.0,,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10760,2 Shannahan Drive,490000.0,2018-09-01,0,325000.0,2014-10-01,,,643.0,,3,2,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10761,92 The Boulevard,285000.0,2018-09-22,1,,,,,632.0,,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10762,22 Spruhan Avenue,355000.0,2018-09-01,0,196500.0,2016-05-01,,,650.0,72.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10763,7 Warrawee Avenue,355000.0,2018-09-01,0,131000.0,2004-05-01,,,640.0,91.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10764,4 Adriatic Court,515000.0,2018-09-01,0,139000.0,1999-07-01,,,696.0,,1,3,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10765,56 Rose Avenue,415000.0,2018-09-01,0,,,,,717.0,,2,1,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10766,45 North Shore Road,405000.0,2018-09-01,0,62000.0,2000-02-01,,,72.0,114.0,4,2,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10767,13 Adriatic Court,420000.0,2019-06-21,0,,,,,608.0,0.0,1,2,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10768,4 Akma Court,392500.0,2020-06-10,0,,,,,643.0,0.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10769,2B Alkira Avenue,353000.0,2019-10-01,0,,,,,195.0,0.0,3,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10770,2D Alkira Avenue,345000.0,2019-10-02,0,,,,,196.0,0.0,2,0,0,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10771,10 Alkira Avenue,280000.0,2019-06-17,0,,,,,676.0,0.0,2,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10772,68 Alkira Avenue,358000.0,2019-02-05,0,,,,,640.0,0.0,2,1,2,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10773,14 Arunga Avenue,350000.0,2019-10-16,0,,,,,715.0,0.0,3,1,4,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10774,18 Barcelona Street,360000.0,2020-02-10,0,,,,,592.0,0.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10775,11 Bellbird Avenue,290000.0,2020-08-06,0,,,,,557.0,0.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
10776,25 Bellbird Avenue,275000.0,2019-04-15,0,,,,,557.0,0.0,3,1,1,Norlane,22,0,4,2,1,10,1,1,-38.090832,144.353389
